player_id,player_name,team,position,gameweek,opponent_team,was_home,kickoff_time,fixture_id,minutes,goals,assists,yellow_cards,red_cards,own_goals,clean_sheets,saves,penalties_saved,penalties_missed,defensive_contribution,goals_conceded,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,selected,actual_points,calculated_points
20,Trossard,Arsenal,MID,23,Man Utd,True,2026-01-25T16:30:00Z,221,74,0,0,0,0,0,0,0,0,0,4,2,0,9,0.07,0.01,0.08,0.44,69,191982,2,2
20,Trossard,Arsenal,MID,24,Leeds,False,2026-01-31T15:00:00Z,234,80,0,0,0,0,0,1,0,0,0,8,0,0,13,0.02,0.15,0.17,0.12,68,179082,3,3
20,Trossard,Arsenal,MID,25,Sunderland,True,2026-02-07T15:00:00Z,241,88,0,1,0,0,0,1,0,0,0,7,0,0,23,0.14,0.19,0.33,0.17,68,192027,6,6
20,Trossard,Arsenal,MID,26,Brentford,False,2026-02-12T20:00:00Z,252,80,0,0,0,0,0,0,0,0,0,4,1,0,14,0.17,0.11,0.28,1.18,68,167327,2,2
20,Trossard,Arsenal,MID,26,Wolves,False,2026-02-18T20:00:00Z,310,20,0,0,0,0,0,0,0,0,0,3,0,0,1,0.01,0.00,0.01,0.00,68,167327,1,1
20,Trossard,Arsenal,MID,27,Spurs,False,2026-02-22T16:30:00Z,269,75,0,0,0,0,0,0,0,0,0,9,1,0,10,0.22,0.06,0.28,0.35,68,144685,2,2
20,Trossard,Arsenal,MID,28,Chelsea,True,2026-03-01T16:30:00Z,271,55,0,0,0,0,0,0,0,0,0,4,1,0,4,0.02,0.06,0.08,0.83,67,135332,1,1
20,Trossard,Arsenal,MID,29,Brighton,False,2026-03-04T19:30:00Z,283,30,0,0,0,0,0,0,0,0,0,4,0,0,-1,0.14,0.07,0.21,0.27,67,129801,1,1
20,Trossard,Arsenal,MID,30,Everton,True,2026-03-14T17:30:00Z,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,66,111030,0,0
20,Trossard,Arsenal,MID,32,Bournemouth,True,2026-04-11T11:30:00Z,311,36,0,0,0,0,0,0,0,0,0,2,1,0,4,0.00,0.01,0.01,0.49,65,102350,1,1
20,Trossard,Arsenal,MID,33,Man City,False,2026-04-19T15:30:00Z,327,16,0,0,0,0,0,0,0,0,0,4,0,0,10,0.00,0.09,0.09,0.00,65,96832,1,1
20,Trossard,Arsenal,MID,34,Newcastle,True,2026-04-25T16:30:00Z,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,100389,0,0
20,Trossard,Arsenal,MID,35,Fulham,True,2026-05-02T16:30:00Z,341,90,0,1,0,0,0,1,0,0,0,5,0,1,41,0.11,0.64,0.75,0.37,65,98339,7,7
20,Trossard,Arsenal,MID,36,West Ham,False,2026-05-10T15:30:00Z,360,90,1,0,1,0,0,1,0,0,0,3,0,1,27,0.45,0.04,0.49,1.15,65,105329,8,8
20,Trossard,Arsenal,MID,37,Burnley,True,2026-05-18T19:00:00Z,361,90,0,0,0,0,0,1,0,0,0,4,0,0,12,0.08,0.11,0.18,0.19,65,264730,3,3
20,Trossard,Arsenal,MID,38,Crystal Palace,False,2026-05-24T15:00:00Z,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,66,236279,0,0
21,Rice,Arsenal,MID,1,Man Utd,False,2025-08-17T15:30:00Z,9,82,0,1,0,0,0,1,0,0,0,4,0,0,14,0.13,0.01,0.14,1.04,65,728172,6,6
21,Rice,Arsenal,MID,2,Leeds,True,2025-08-23T16:30:00Z,11,90,0,1,0,0,0,1,0,0,0,3,0,0,26,0.00,0.54,0.54,0.17,65,902701,6,6
21,Rice,Arsenal,MID,3,Liverpool,False,2025-08-31T15:30:00Z,25,90,0,0,0,0,0,0,0,0,0,13,1,0,13,0.02,0.10,0.12,0.52,65,978824,4,4
21,Rice,Arsenal,MID,4,Nott'm Forest,True,2025-09-13T11:30:00Z,31,22,0,0,0,0,0,0,0,0,0,3,0,0,1,0.00,0.03,0.03,0.10,65,1084679,1,1
21,Rice,Arsenal,MID,5,Man City,True,2025-09-21T15:30:00Z,41,90,0,0,0,0,0,0,0,0,0,9,1,1,22,0.00,0.16,0.16,0.89,65,1005474,3,3
21,Rice,Arsenal,MID,6,Newcastle,False,2025-09-28T15:30:00Z,58,90,0,1,0,0,0,0,0,0,0,12,1,2,33,0.00,0.20,0.20,0.61,65,949283,9,9
21,Rice,Arsenal,MID,7,West Ham,True,2025-10-04T14:00:00Z,61,78,1,0,0,0,0,1,0,0,0,5,0,3,45,0.32,0.12,0.44,0.36,65,1033670,11,11
21,Rice,Arsenal,MID,8,Fulham,False,2025-10-18T16:30:00Z,74,90,0,0,0,0,0,1,0,0,0,5,0,0,10,0.03,0.08,0.11,0.44,65,1233335,3,3
21,Rice,Arsenal,MID,9,Crystal Palace,True,2025-10-26T14:00:00Z,81,81,0,1,0,0,0,1,0,0,0,9,0,1,27,0.37,0.61,0.98,0.46,66,1522337,7,7
21,Rice,Arsenal,MID,10,Burnley,False,2025-11-01T15:00:00Z,92,90,1,0,0,0,0,1,0,0,0,21,0,3,47,0.24,0.33,0.57,0.42,67,1814435,13,13
21,Rice,Arsenal,MID,11,Sunderland,False,2025-11-08T17:30:00Z,108,90,0,0,0,0,0,0,0,0,0,11,2,0,16,0.07,0.20,0.27,0.44,68,2488362,2,2
21,Rice,Arsenal,MID,12,Spurs,True,2025-11-23T16:30:00Z,111,90,0,1,1,0,0,0,0,0,0,13,1,0,27,0.26,0.38,0.64,0.07,69,2728559,6,6
21,Rice,Arsenal,MID,13,Chelsea,False,2025-11-30T16:30:00Z,123,90,0,0,0,0,0,0,0,0,0,12,1,0,16,0.00,0.07,0.07,0.79,70,2830785,4,4
21,Rice,Arsenal,MID,14,Brentford,True,2025-12-03T19:30:00Z,131,82,0,0,0,0,0,1,0,0,0,5,0,0,19,0.08,0.13,0.21,0.27,70,3053721,3,3
21,Rice,Arsenal,MID,15,Aston Villa,False,2025-12-06T12:30:00Z,141,90,0,0,0,0,0,0,0,0,0,21,2,2,30,0.14,0.13,0.27,2.16,71,2704032,6,6
21,Rice,Arsenal,MID,16,Wolves,True,2025-12-13T20:00:00Z,151,90,0,0,0,0,0,0,0,0,0,6,1,0,12,0.14,0.13,0.27,0.38,71,2759843,2,2
21,Rice,Arsenal,MID,17,Everton,False,2025-12-20T20:00:00Z,164,90,0,1,0,0,0,1,0,0,0,20,0,3,32,0.02,0.20,0.22,0.20,71,2810873,11,11
21,Rice,Arsenal,MID,18,Brighton,True,2025-12-27T15:00:00Z,171,90,0,1,0,0,0,0,0,0,0,10,1,0,22,0.24,0.15,0.39,0.85,72,3384120,5,5
21,Rice,Arsenal,MID,19,Aston Villa,True,2025-12-30T20:15:00Z,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,72,3090381,0,0
21,Rice,Arsenal,MID,20,Bournemouth,False,2026-01-03T17:30:00Z,192,90,2,0,0,0,0,0,0,0,0,14,2,3,58,0.53,0.06,0.59,1.43,71,2545901,17,17
21,Rice,Arsenal,MID,21,Liverpool,True,2026-01-08T20:00:00Z,201,90,0,0,0,0,0,1,0,0,0,9,0,0,20,0.07,0.15,0.22,0.36,72,3182200,3,3
21,Rice,Arsenal,MID,22,Nott'm Forest,False,2026-01-17T17:30:00Z,217,90,0,0,0,0,0,1,0,0,0,11,0,0,25,0.12,0.44,0.56,0.34,73,3770566,3,3
21,Rice,Arsenal,MID,23,Man Utd,True,2026-01-25T16:30:00Z,221,90,0,0,1,0,0,0,0,0,0,10,3,0,18,0.11,0.47,0.58,0.71,74,4000773,1,1
21,Rice,Arsenal,MID,24,Leeds,False,2026-01-31T15:00:00Z,234,90,0,0,0,0,0,1,0,0,0,9,0,0,20,0.00,0.40,0.40,0.15,74,4137784,3,3
21,Rice,Arsenal,MID,25,Sunderland,True,2026-02-07T15:00:00Z,241,90,0,0,0,0,0,1,0,0,0,13,0,0,16,0.03,0.16,0.19,0.19,75,4320319,5,5
21,Rice,Arsenal,MID,26,Brentford,False,2026-02-12T20:00:00Z,252,90,0,0,0,0,0,0,0,0,0,12,1,1,23,0.00,0.11,0.11,1.51,75,4655944,5,5
21,Rice,Arsenal,MID,26,Wolves,False,2026-02-18T20:00:00Z,310,90,0,1,0,0,0,0,0,0,0,16,2,2,31,0.03,0.58,0.61,0.29,75,4655944,9,9
21,Rice,Arsenal,MID,27,Spurs,False,2026-02-22T16:30:00Z,269,90,0,0,0,0,0,0,0,0,0,15,1,0,11,0.00,0.04,0.04,0.76,76,4423920,4,4
21,Rice,Arsenal,MID,28,Chelsea,True,2026-03-01T16:30:00Z,271,75,0,1,0,0,0,0,0,0,0,7,1,0,25,0.04,0.24,0.28,1.00,76,4283203,5,5
21,Rice,Arsenal,MID,29,Brighton,False,2026-03-04T19:30:00Z,283,90,0,0,0,0,0,1,0,0,0,11,0,0,19,0.00,0.07,0.07,0.82,75,3914581,3,3
21,Rice,Arsenal,MID,30,Everton,True,2026-03-14T17:30:00Z,291,90,0,0,0,0,0,1,0,0,0,7,0,0,17,0.06,0.14,0.20,1.05,74,3867946,3,3
21,Rice,Arsenal,MID,32,Bournemouth,True,2026-04-11T11:30:00Z,311,90,0,0,0,0,0,0,0,0,0,8,2,2,26,0.10,0.33,0.43,1.19,73,3342994,4,4
21,Rice,Arsenal,MID,33,Man City,False,2026-04-19T15:30:00Z,327,90,0,0,0,0,0,0,0,0,0,11,2,0,13,0.00,0.07,0.07,1.36,72,2987572,2,2
21,Rice,Arsenal,MID,34,Newcastle,True,2026-04-25T16:30:00Z,331,90,0,0,1,0,0,1,0,0,0,3,0,0,5,0.00,0.02,0.02,1.00,72,3322606,2,2
21,Rice,Arsenal,MID,35,Fulham,True,2026-05-02T16:30:00Z,341,63,0,0,0,0,0,1,0,0,0,12,0,0,14,0.00,0.05,0.05,0.20,72,3169422,5,5
21,Rice,Arsenal,MID,36,West Ham,False,2026-05-10T15:30:00Z,360,90,0,0,0,0,0,1,0,0,0,10,0,0,18,0.00,0.38,0.38,1.15,72,3130869,3,3
21,Rice,Arsenal,MID,37,Burnley,True,2026-05-18T19:00:00Z,361,90,0,0,0,0,0,1,0,0,0,16,0,0,19,0.00,0.04,0.04,0.19,72,3183415,5,5
